Código Actividad SII,Nombre Actividad SII,Código MCC,Nombre MCC,Registrado en restricciones adquirentes
464906,VENTA AL POR MAYOR DE DIARIOS Y REVISTAS,5262,Marketplaces,5262
464906,VENTA AL POR MAYOR DE DIARIOS Y REVISTAS,5300,Clubes Mayoristas,5300
464907,VENTA AL POR MAYOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES,2912,Droguerías y Farmacias,2912
464907,VENTA AL POR MAYOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES,5262,Marketplaces,5262
464907,VENTA AL POR MAYOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES,5300,Clubes Mayoristas,5300
464908,VENTA AL POR MAYOR DE INSTRUMENTOS CIENTÍFICOS Y QUIRÚRGICOS,5047,"Equipos y suministros médicos, dentales, oftalmológicos y hospitalarios.",5047
464908,VENTA AL POR MAYOR DE INSTRUMENTOS CIENTÍFICOS Y QUIRÚRGICOS,5262,Marketplaces,5262
464908,VENTA AL POR MAYOR DE INSTRUMENTOS CIENTÍFICOS Y QUIRÚRGICOS,5300,Clubes Mayoristas,5300
464909,VENTA AL POR MAYOR DE OTROS ENSERES DOMÉSTICOS N.C.P.,5262,Marketplaces,5262
464909,VENTA AL POR MAYOR DE OTROS ENSERES DOMÉSTICOS N.C.P.,5300,Clubes Mayoristas,5300
464909,VENTA AL POR MAYOR DE OTROS ENSERES DOMÉSTICOS N.C.P.,5719,Tiendas especializadas en muebles para el hogar varios,5719
465100,"VENTA AL POR MAYOR DE COMPUTADORES, EQUIPO PERIFÉRICO Y PROGRAMAS INFORMÁTICOS",5045,"Computadoras, Equipos Periféricos De Computadora, Software",5045
465100,"VENTA AL POR MAYOR DE COMPUTADORES, EQUIPO PERIFÉRICO Y PROGRAMAS INFORMÁTICOS",5262,Marketplaces,5262
465100,"VENTA AL POR MAYOR DE COMPUTADORES, EQUIPO PERIFÉRICO Y PROGRAMAS INFORMÁTICOS",5300,Clubes Mayoristas,5300
465200,"VENTA AL POR MAYOR DE EQUIPO, PARTES Y PIEZAS ELECTRÓNICOS Y DE TELECOMUNICACIONES",4812,"Equipos de telecomunicaciones, incluida la venta de teléfonos.",4812
465200,"VENTA AL POR MAYOR DE EQUIPO, PARTES Y PIEZAS ELECTRÓNICOS Y DE TELECOMUNICACIONES",5065,Piezas y equipos eléctricos,5065
465200,"VENTA AL POR MAYOR DE EQUIPO, PARTES Y PIEZAS ELECTRÓNICOS Y DE TELECOMUNICACIONES",5262,Marketplaces,5262
465200,"VENTA AL POR MAYOR DE EQUIPO, PARTES Y PIEZAS ELECTRÓNICOS Y DE TELECOMUNICACIONES",5300,Clubes Mayoristas,5300
465300,"VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES AGROPECUARIOS",5046,"Equipo comercial, no clasificado en otra parte",5046
465300,"VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES AGROPECUARIOS",5046,"Equipo comercial, no clasificado en otra parte",5046
465300,"VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES AGROPECUARIOS",5262,Marketplaces,5262
465300,"VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES AGROPECUARIOS",5300,Clubes Mayoristas,5300
465901,"VENTA AL POR MAYOR DE MAQUINARIA METALÚRGICA, PARA LA MINERÍA, EXTRACCIÓN DE PETRÓLEO Y CONSTRUCCIÓN",5046,"Equipo comercial, no clasificado en otra parte",5046
465901,"VENTA AL POR MAYOR DE MAQUINARIA METALÚRGICA, PARA LA MINERÍA, EXTRACCIÓN DE PETRÓLEO Y CONSTRUCCIÓN",5051,Centros y Oficinas de Servicio de Metales,5051
465901,"VENTA AL POR MAYOR DE MAQUINARIA METALÚRGICA, PARA LA MINERÍA, EXTRACCIÓN DE PETRÓLEO Y CONSTRUCCIÓN",5262,Marketplaces,5262
465901,"VENTA AL POR MAYOR DE MAQUINARIA METALÚRGICA, PARA LA MINERÍA, EXTRACCIÓN DE PETRÓLEO Y CONSTRUCCIÓN",5300,Clubes Mayoristas,5300
465902,"VENTA AL POR MAYOR DE MAQUINARIA PARA LA ELABORACIÓN DE ALIMENTOS, BEBIDAS Y TABACO",5046,"Equipo comercial, no clasificado en otra parte",5046
465902,"VENTA AL POR MAYOR DE MAQUINARIA PARA LA ELABORACIÓN DE ALIMENTOS, BEBIDAS Y TABACO",5262,Marketplaces,5262
465902,"VENTA AL POR MAYOR DE MAQUINARIA PARA LA ELABORACIÓN DE ALIMENTOS, BEBIDAS Y TABACO",5300,Clubes Mayoristas,5300
465903,"VENTA AL POR MAYOR DE MAQUINARIA PARA LA INDUSTRIA TEXTIL, DEL CUERO Y DEL CALZADO",5046,"Equipo comercial, no clasificado en otra parte",5046
465903,"VENTA AL POR MAYOR DE MAQUINARIA PARA LA INDUSTRIA TEXTIL, DEL CUERO Y DEL CALZADO",5262,Marketplaces,5262
465903,"VENTA AL POR MAYOR DE MAQUINARIA PARA LA INDUSTRIA TEXTIL, DEL CUERO Y DEL CALZADO",5300,Clubes Mayoristas,5300
465904,VENTA AL POR MAYOR DE MAQUINARIA Y EQUIPO DE OFICINA; VENTA AL POR MAYOR DE MUEBLES DE OFICINA,5021,Mobiliario de oficina y comercial,5021
465904,VENTA AL POR MAYOR DE MAQUINARIA Y EQUIPO DE OFICINA; VENTA AL POR MAYOR DE MUEBLES DE OFICINA,5044,"Equipos de oficina, fotográficos, fotocopiadores y microfilmes.",5044
465904,VENTA AL POR MAYOR DE MAQUINARIA Y EQUIPO DE OFICINA; VENTA AL POR MAYOR DE MUEBLES DE OFICINA,5046,"Equipo comercial, no clasificado en otra parte",5046
465904,VENTA AL POR MAYOR DE MAQUINARIA Y EQUIPO DE OFICINA; VENTA AL POR MAYOR DE MUEBLES DE OFICINA,5262,Marketplaces,5262
465904,VENTA AL POR MAYOR DE MAQUINARIA Y EQUIPO DE OFICINA; VENTA AL POR MAYOR DE MUEBLES DE OFICINA,5300,Clubes Mayoristas,5300
465905,"VENTA AL POR MAYOR DE EQUIPO DE TRANSPORTE(EXCEPTO VEHÍCULOS AUTOMOTORES, MOTOCICLETAS Y BICICLETAS)",5046,"Equipo comercial, no clasificado en otra parte",5046
465905,"VENTA AL POR MAYOR DE EQUIPO DE TRANSPORTE(EXCEPTO VEHÍCULOS AUTOMOTORES, MOTOCICLETAS Y BICICLETAS)",5262,Marketplaces,5262
465905,"VENTA AL POR MAYOR DE EQUIPO DE TRANSPORTE(EXCEPTO VEHÍCULOS AUTOMOTORES, MOTOCICLETAS Y BICICLETAS)",5300,Clubes Mayoristas,5300
465909,VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO N.C.P.,5046,"Equipo comercial, no clasificado en otra parte",5046
465909,VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO N.C.P.,5262,Marketplaces,5262
465909,VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO N.C.P.,5300,Clubes Mayoristas,5300
466100,"VENTA AL POR MAYOR DE COMBUSTIBLES SÓLIDOS, LÍQUIDOS Y GASEOSOS Y PRODUCTOS CONEXOS",5262,Marketplaces,5262
466100,"VENTA AL POR MAYOR DE COMBUSTIBLES SÓLIDOS, LÍQUIDOS Y GASEOSOS Y PRODUCTOS CONEXOS",5300,Clubes Mayoristas,5300
466100,"VENTA AL POR MAYOR DE COMBUSTIBLES SÓLIDOS, LÍQUIDOS Y GASEOSOS Y PRODUCTOS CONEXOS",5983,"Combustible: fueloil, madera, carbón, petróleo licuado",5983
466200,VENTA AL POR MAYOR DE METALES Y MINERALES METALÍFEROS,5051,Centros y Oficinas de Servicio de Metales,5051
466200,VENTA AL POR MAYOR DE METALES Y MINERALES METALÍFEROS,5262,Marketplaces,5262
466200,VENTA AL POR MAYOR DE METALES Y MINERALES METALÍFEROS,5300,Clubes Mayoristas,5300
466301,VENTA AL POR MAYOR DE MADERA EN BRUTO Y PRODUCTOS PRIMARIOS DE LA ELABORACIÓN DE MADERA,5211,Tiendas de madera y materiales de construcción,5211
466301,VENTA AL POR MAYOR DE MADERA EN BRUTO Y PRODUCTOS PRIMARIOS DE LA ELABORACIÓN DE MADERA,5262,Marketplaces,5262
466301,VENTA AL POR MAYOR DE MADERA EN BRUTO Y PRODUCTOS PRIMARIOS DE LA ELABORACIÓN DE MADERA,5300,Clubes Mayoristas,5300
466302,"VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA, GASFITERÍA Y CALEFACCIÓN",5039,"Materiales de construcción, no clasificados en otra parte",5039
466302,"VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA, GASFITERÍA Y CALEFACCIÓN",5074,Equipos y Suministros de Plomería y Calefacción,5074
466302,"VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA, GASFITERÍA Y CALEFACCIÓN",5211,Tiendas de madera y materiales de construcción,5211
466302,"VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA, GASFITERÍA Y CALEFACCIÓN",5251,Ferreterías,5251
466302,"VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA, GASFITERÍA Y CALEFACCIÓN",5262,Marketplaces,5262
466302,"VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA, GASFITERÍA Y CALEFACCIÓN",5300,Clubes Mayoristas,5300
466901,VENTA AL POR MAYOR DE PRODUCTOS QUÍMICOS,5169,"Productos químicos y productos afines, no clasificados en otra parte",5169
466901,VENTA AL POR MAYOR DE PRODUCTOS QUÍMICOS,5262,Marketplaces,5262
466901,VENTA AL POR MAYOR DE PRODUCTOS QUÍMICOS,5300,Clubes Mayoristas,5300
466902,VENTA AL POR MAYOR DE DESECHOS METÁLICOS (CHATARRA),5051,Centros y Oficinas de Servicio de Metales,5051
466902,VENTA AL POR MAYOR DE DESECHOS METÁLICOS (CHATARRA),5262,Marketplaces,5262
466902,VENTA AL POR MAYOR DE DESECHOS METÁLICOS (CHATARRA),5300,Clubes Mayoristas,5300
466909,"VENTA AL POR MAYOR DE DESPERDICIOS, DESECHOS Y OTROS PRODUCTOS N.C.P.",5169,"Productos químicos y productos afines, no clasificados en otra parte",5169
466909,"VENTA AL POR MAYOR DE DESPERDICIOS, DESECHOS Y OTROS PRODUCTOS N.C.P.",5300,Clubes Mayoristas,5300
469000,VENTA AL POR MAYOR NO ESPECIALIZADA,5300,Clubes Mayoristas,5300
471100,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",5262,Marketplaces,5262
471100,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",5399,Varios. Mercancía General,5399
471100,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",5499,Varios. Tiendas de alimentos: tiendas de conveniencia y mercados especializados,5499
471100,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",5993,Estancos y puestos de tabaco,5993
471910,VENTA AL POR MENOR EN COMERCIOS DE VESTUARIO Y PRODUCTOS PARA EL HOGAR (GRANDES TIENDAS),5200,Tiendas de almacenes de suministros para el hogar,5200
471910,VENTA AL POR MENOR EN COMERCIOS DE VESTUARIO Y PRODUCTOS PARA EL HOGAR (GRANDES TIENDAS),5200,Tiendas de almacenes de suministros para el hogar,5200
471910,VENTA AL POR MENOR EN COMERCIOS DE VESTUARIO Y PRODUCTOS PARA EL HOGAR (GRANDES TIENDAS),5262,Marketplaces,5262
471910,VENTA AL POR MENOR EN COMERCIOS DE VESTUARIO Y PRODUCTOS PARA EL HOGAR (GRANDES TIENDAS),5399,Varios. Mercancía General,5399
471910,VENTA AL POR MENOR EN COMERCIOS DE VESTUARIO Y PRODUCTOS PARA EL HOGAR (GRANDES TIENDAS),5611,Tiendas de ropa y complementos para hombre y niño,5611
471910,VENTA AL POR MENOR EN COMERCIOS DE VESTUARIO Y PRODUCTOS PARA EL HOGAR (GRANDES TIENDAS),5641,Tiendas de ropa para niños y bebés,5641
471910,VENTA AL POR MENOR EN COMERCIOS DE VESTUARIO Y PRODUCTOS PARA EL HOGAR (GRANDES TIENDAS),5651,Tiendas de ropa familiar,5651
471910,VENTA AL POR MENOR EN COMERCIOS DE VESTUARIO Y PRODUCTOS PARA EL HOGAR (GRANDES TIENDAS),5655,"Ropa deportiva, Tiendas de ropa para montar",5655
471910,VENTA AL POR MENOR EN COMERCIOS DE VESTUARIO Y PRODUCTOS PARA EL HOGAR (GRANDES TIENDAS),5691,Tiendas de ropa para hombres y mujeres,5691
471910,VENTA AL POR MENOR EN COMERCIOS DE VESTUARIO Y PRODUCTOS PARA EL HOGAR (GRANDES TIENDAS),5699,Tiendas de ropa y accesorios varios,5699
471910,VENTA AL POR MENOR EN COMERCIOS DE VESTUARIO Y PRODUCTOS PARA EL HOGAR (GRANDES TIENDAS),5719,Tiendas especializadas en muebles para el hogar varios,5719
471990,OTRAS ACTIVIDADES DE VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS N.C.P.,5399,Varios. Mercancía General,5399
471990,OTRAS ACTIVIDADES DE VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS N.C.P.,5499,Varios. Tiendas de alimentos: tiendas de conveniencia y mercados especializados,5499
471990,OTRAS ACTIVIDADES DE VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS N.C.P.,5999,Tiendas minoristas diversas y especializadas,5999
472101,VENTA AL POR MENOR DE ALIMENTOS EN COMERCIOS ESPECIALIZADOS (ALMACENES PEQUEÑOS Y MINIMARKET),5200,Tiendas de almacenes de suministros para el hogar,5200
472101,VENTA AL POR MENOR DE ALIMENTOS EN COMERCIOS ESPECIALIZADOS (ALMACENES PEQUEÑOS Y MINIMARKET),5399,Varios. Mercancía General,5399
472101,VENTA AL POR MENOR DE ALIMENTOS EN COMERCIOS ESPECIALIZADOS (ALMACENES PEQUEÑOS Y MINIMARKET),5411,"Tiendas de comestibles, Supermercados",5411
472101,VENTA AL POR MENOR DE ALIMENTOS EN COMERCIOS ESPECIALIZADOS (ALMACENES PEQUEÑOS Y MINIMARKET),5499,Varios. Tiendas de alimentos: tiendas de conveniencia y mercados especializados,5499
472102,VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE CARNE Y PRODUCTOS CÁRNICOS,5499,Varios. Tiendas de alimentos: tiendas de conveniencia y mercados especializados,5499
472102,VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE CARNE Y PRODUCTOS CÁRNICOS,5999,Tiendas minoristas diversas y especializadas,5999
472103,VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE FRUTAS Y VERDURAS (VERDULERÍAS),5499,Varios. Tiendas de alimentos: tiendas de conveniencia y mercados especializados,5499
472103,VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE FRUTAS Y VERDURAS (VERDULERÍAS),5999,Tiendas minoristas diversas y especializadas,5999
472104,"VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE PESCADO, MARISCOS Y PRODUCTOS CONEXOS",5200,Tiendas de almacenes de suministros para el hogar,5200
472104,"VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE PESCADO, MARISCOS Y PRODUCTOS CONEXOS",5200,Tiendas de almacenes de suministros para el hogar,5200
472104,"VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE PESCADO, MARISCOS Y PRODUCTOS CONEXOS",5499,Varios. Tiendas de alimentos: tiendas de conveniencia y mercados especializados,5499
472104,"VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE PESCADO, MARISCOS Y PRODUCTOS CONEXOS",5499,Varios. Tiendas de alimentos: tiendas de conveniencia y mercados especializados,5499
472104,"VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE PESCADO, MARISCOS Y PRODUCTOS CONEXOS",5999,Tiendas minoristas diversas y especializadas,5999
472104,"VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE PESCADO, MARISCOS Y PRODUCTOS CONEXOS",5999,Tiendas minoristas diversas y especializadas,5999
472105,VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE PRODUCTOS DE PANADERÍA Y PASTELERÍA,5462,Panaderías,5462
472105,VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE PRODUCTOS DE PANADERÍA Y PASTELERÍA,5499,Varios. Tiendas de alimentos: tiendas de conveniencia y mercados especializados,5499
472105,VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE PRODUCTOS DE PANADERÍA Y PASTELERÍA,5999,Tiendas minoristas diversas y especializadas,5999
472109,"VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE HUEVOS, CONFITES Y PRODUCTOS ALIMENTICIOS N.C.P.",5441,"Tiendas de dulces, nueces y confitería",5441
472109,"VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE HUEVOS, CONFITES Y PRODUCTOS ALIMENTICIOS N.C.P.",5499,Varios. Tiendas de alimentos: tiendas de conveniencia y mercados especializados,5499
472109,"VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE HUEVOS, CONFITES Y PRODUCTOS ALIMENTICIOS N.C.P.",5999,Tiendas minoristas diversas y especializadas,5999
472200,VENTA AL POR MENOR DE BEBIDAS ALCOHÓLICAS Y NO ALCOHÓLICAS EN COMERCIOS ESPECIALIZADOS (BOTILLERÍAS),5262,Marketplaces,5262
472200,VENTA AL POR MENOR DE BEBIDAS ALCOHÓLICAS Y NO ALCOHÓLICAS EN COMERCIOS ESPECIALIZADOS (BOTILLERÍAS),5499,Varios. Tiendas de alimentos: tiendas de conveniencia y mercados especializados,5499
472200,VENTA AL POR MENOR DE BEBIDAS ALCOHÓLICAS Y NO ALCOHÓLICAS EN COMERCIOS ESPECIALIZADOS (BOTILLERÍAS),5921,"Tiendas de paquetes: cerveza, vino y licores",5921
472200,VENTA AL POR MENOR DE BEBIDAS ALCOHÓLICAS Y NO ALCOHÓLICAS EN COMERCIOS ESPECIALIZADOS (BOTILLERÍAS),5999,Tiendas minoristas diversas y especializadas,5999
472300,VENTA AL POR MENOR DE TABACO Y PRODUCTOS DE TABACO EN COMERCIOS ESPECIALIZADOS,5993,Estancos y puestos de tabaco,5993
472300,VENTA AL POR MENOR DE TABACO Y PRODUCTOS DE TABACO EN COMERCIOS ESPECIALIZADOS,5999,Tiendas minoristas diversas y especializadas,5999
473000,VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHÍCULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS,5172,Petróleo y productos derivados del petróleo,5172
473000,VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHÍCULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS,5541,Estaciones de Servicio (con o sin servicios auxiliares),5541
473000,VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHÍCULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS,5542,Dispensadores de combustible automatizados,5542
473000,VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHÍCULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS,5983,"Combustible: fueloil, madera, carbón, petróleo licuado",5983
474100,"VENTA AL POR MENOR DE COMPUTADORES, EQUIPO PERIFÉRICO, PROGRAMAS INFORMÁTICOS Y EQUIPO DE TELECOM.",4812,"Equipos de telecomunicaciones, incluida la venta de teléfonos.",4812
474100,"VENTA AL POR MENOR DE COMPUTADORES, EQUIPO PERIFÉRICO, PROGRAMAS INFORMÁTICOS Y EQUIPO DE TELECOM.",5044,"Equipos de oficina, fotográficos, fotocopiadores y microfilmes.",5044
474100,"VENTA AL POR MENOR DE COMPUTADORES, EQUIPO PERIFÉRICO, PROGRAMAS INFORMÁTICOS Y EQUIPO DE TELECOM.",5045,"Computadoras, Equipos Periféricos De Computadora, Software",5045
474100,"VENTA AL POR MENOR DE COMPUTADORES, EQUIPO PERIFÉRICO, PROGRAMAS INFORMÁTICOS Y EQUIPO DE TELECOM.",5072,Equipos y suministros de hardware,5072
474200,VENTA AL POR MENOR DE EQUIPO DE SONIDO Y DE VIDEO EN COMERCIOS ESPECIALIZADOS,5372,"Para los comerciantes que venden equipos de cámara y video además de una variedad de otros equipos electrónicos tales como VCR, televisores y estéreos",5372
474200,VENTA AL POR MENOR DE EQUIPO DE SONIDO Y DE VIDEO EN COMERCIOS ESPECIALIZADOS,5733,"Tiendas de música, Instrumentos musicales, Partituras para piano",5733
474200,VENTA AL POR MENOR DE EQUIPO DE SONIDO Y DE VIDEO EN COMERCIOS ESPECIALIZADOS,5999,Tiendas minoristas diversas y especializadas,5999
475100,"VENTA AL POR MENOR DE TELAS, LANAS, HILOS Y SIMILARES EN COMERCIOS ESPECIALIZADOS",5949,"Tiendas de artículos de costura, agujas, telas y precios",5949
475100,"VENTA AL POR MENOR DE TELAS, LANAS, HILOS Y SIMILARES EN COMERCIOS ESPECIALIZADOS",5999,Tiendas minoristas diversas y especializadas,5999
475201,VENTA AL POR MENOR DE ARTÍCULOS DE FERRETERÍA Y MATERIALES DE CONSTRUCCIÓN,5039,"Materiales de construcción, no clasificados en otra parte",5039
475201,VENTA AL POR MENOR DE ARTÍCULOS DE FERRETERÍA Y MATERIALES DE CONSTRUCCIÓN,5211,Tiendas de madera y materiales de construcción,5211
475201,VENTA AL POR MENOR DE ARTÍCULOS DE FERRETERÍA Y MATERIALES DE CONSTRUCCIÓN,5251,Ferreterías,5251
475201,VENTA AL POR MENOR DE ARTÍCULOS DE FERRETERÍA Y MATERIALES DE CONSTRUCCIÓN,5999,Tiendas minoristas diversas y especializadas,5999
475202,"VENTA AL POR MENOR DE PINTURAS, BARNICES Y LACAS EN COMERCIOS ESPECIALIZADOS",5198,"Pinturas, barnices y suministros",5198
475202,"VENTA AL POR MENOR DE PINTURAS, BARNICES Y LACAS EN COMERCIOS ESPECIALIZADOS",5231,"Tiendas de vidrio, pintura y papel tapiz",5231
475202,"VENTA AL POR MENOR DE PINTURAS, BARNICES Y LACAS EN COMERCIOS ESPECIALIZADOS",5251,Ferreterías,5251
475202,"VENTA AL POR MENOR DE PINTURAS, BARNICES Y LACAS EN COMERCIOS ESPECIALIZADOS",5999,Tiendas minoristas diversas y especializadas,5999
475203,VENTA AL POR MENOR DE PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS,5231,"Tiendas de vidrio, pintura y papel tapiz",5231
475203,VENTA AL POR MENOR DE PRODUCTOS DE VIDRIO EN COMERCIOS ESPECIALIZADOS,5999,Tiendas minoristas diversas y especializadas,5999
475300,"VENTA AL POR MENOR DE TAPICES, ALFOMBRAS Y CUBRIMIENTOS PARA PAREDES Y PISOS",5714,"Tiendas de cortinas, revestimientos de ventanas y tapicería",5714
475300,"VENTA AL POR MENOR DE TAPICES, ALFOMBRAS Y CUBRIMIENTOS PARA PAREDES Y PISOS",5999,Tiendas minoristas diversas y especializadas,5999
475901,VENTA AL POR MENOR DE MUEBLES Y COLCHONES EN COMERCIOS ESPECIALIZADOS,5712,"Tiendas de muebles, muebles para el hogar y equipos, excepto electrodomésticos",5712
475901,VENTA AL POR MENOR DE MUEBLES Y COLCHONES EN COMERCIOS ESPECIALIZADOS,5719,Tiendas especializadas en muebles para el hogar varios,5719
475901,VENTA AL POR MENOR DE MUEBLES Y COLCHONES EN COMERCIOS ESPECIALIZADOS,5999,Tiendas minoristas diversas y especializadas,5999
475902,VENTA AL POR MENOR DE INSTRUMENTOS MUSICALES EN COMERCIOS ESPECIALIZADOS,5733,"Tiendas de música, Instrumentos musicales, Partituras para piano",5733
475902,VENTA AL POR MENOR DE INSTRUMENTOS MUSICALES EN COMERCIOS ESPECIALIZADOS,5999,Tiendas minoristas diversas y especializadas,5999
475909,"VENTA AL POR MENOR DE APARATOS ELÉCTRICOS, TEXTILES PARA EL HOGAR Y OTROS ENSERES DOMÉSTICOS N.C.P.",5719,Tiendas especializadas en muebles para el hogar varios,5719
475909,"VENTA AL POR MENOR DE APARATOS ELÉCTRICOS, TEXTILES PARA EL HOGAR Y OTROS ENSERES DOMÉSTICOS N.C.P.",5999,Tiendas minoristas diversas y especializadas,5999
476101,VENTA AL POR MENOR DE LIBROS EN COMERCIOS ESPECIALIZADOS,5192,"Libros, publicaciones periódicas y periódicos",5192
476101,VENTA AL POR MENOR DE LIBROS EN COMERCIOS ESPECIALIZADOS,5942,Librerías,5942
476101,VENTA AL POR MENOR DE LIBROS EN COMERCIOS ESPECIALIZADOS,5999,Tiendas minoristas diversas y especializadas,5999
476102,VENTA AL POR MENOR DE DIARIOS Y REVISTAS EN COMERCIOS ESPECIALIZADOS,5192,"Libros, publicaciones periódicas y periódicos",5192
476102,VENTA AL POR MENOR DE DIARIOS Y REVISTAS EN COMERCIOS ESPECIALIZADOS,5999,Tiendas minoristas diversas y especializadas,5999
